iter	Logloss
120	0.3351769218
121	0.3349896984
122	0.3346636781
123	0.3344541926
124	0.3342543257
125	0.3337739543
126	0.3332011559
127	0.3329111847
128	0.3326361949
129	0.3324572892
130	0.3322628145
131	0.3318714452
132	0.3316404924
133	0.3314440103
134	0.3310345748
135	0.330760365
136	0.3304931397
137	0.3304764117
138	0.3302490607
139	0.3300285532
140	0.32985833
141	0.3296584894
142	0.329478588
143	0.3293409939
144	0.3291154539
145	0.328885704
146	0.3286266328
147	0.328368205
148	0.3281238918
149	0.3277481033
150	0.3276536327
151	0.3273952644
152	0.3271488356
153	0.3269527016
154	0.3267166012
155	0.3265770424
156	0.3263882772
157	0.3261996498
158	0.3259153863
159	0.3257667233
160	0.3255949992
161	0.3254325245
162	0.3252910207
163	0.3250982726
164	0.3248803551
165	0.3245986844
166	0.3243949942
167	0.3242063631
168	0.323963067
169	0.3238123658
170	0.3236292556
171	0.3233934776
172	0.323202501
173	0.3230572073
174	0.3228121531
175	0.3225488244
176	0.3223358903
177	0.3223190075
178	0.3219926548
179	0.3217725846
180	0.3216850342
181	0.3214467919
182	0.3213267775
183	0.3211227063
184	0.32097129
185	0.3208307293
186	0.3206772232
187	0.3204867396
188	0.3202757802
189	0.3200467888
190	0.3198722587
191	0.3197283812
192	0.3195535481
193	0.3192810161
194	0.3189795541
195	0.3187023204
196	0.3185598891
197	0.3183065563
198	0.3182084578
199	0.3180015799
200	0.3178984061
201	0.3176221936
202	0.3175902087
203	0.3174091351
204	0.3173105697
205	0.3171773509
206	0.3169392595
207	0.3167392892
208	0.3164938626
209	0.3163695682
210	0.3162712055
211	0.3160213647
212	0.3159203736
213	0.3158065308
214	0.3157050469
215	0.3156033857
216	0.3153817838
217	0.3151621369
218	0.3149537132
219	0.3148338437
220	0.314657527
221	0.3145199309
222	0.3143848863
223	0.3142797069
224	0.3141339815
225	0.3140200828
226	0.3138567445
227	0.3136847082
228	0.3135282484
229	0.3134241369
230	0.3132926026
231	0.3131368105
232	0.3130192339
233	0.3128328291
234	0.3127095262
235	0.3125101137
236	0.3123784389
237	0.3121687001
238	0.3119868216
239	0.3119126041
240	0.3117920277
241	0.311564052
242	0.3113581325
243	0.3112635845
244	0.3111679661
245	0.3110754378
246	0.3108650037
247	0.310719826
248	0.3106651239
249	0.3105489291
250	0.310476321
251	0.3102947655
252	0.3101106561
253	0.3099091567
254	0.3097880405
255	0.3097001662
256	0.3095277213
257	0.3093252112
258	0.3091758811
259	0.3090807912
260	0.3089537433
261	0.308824204
262	0.3086742903
263	0.3085486043
264	0.3083121752
265	0.3081161384
266	0.3079551391
267	0.3078516576
268	0.3077031661
269	0.3075143147
270	0.3074246316
271	0.3073040538
272	0.3071925746
273	0.3070133019
274	0.306882504
275	0.306685844
276	0.3065532815
277	0.3063745187
278	0.306267436
279	0.3061060611
280	0.3059557429
281	0.3058747315
282	0.3057843632
283	0.3056684438
284	0.3055737756
285	0.3054905475
286	0.3052698768
287	0.3051891926
288	0.3050443444
289	0.3049125744
290	0.3047850049
291	0.3046361211
292	0.3044741545
293	0.3043760087
294	0.3042100742
295	0.3040439554
296	0.3038651292
297	0.3037379517
298	0.30352952
299	0.3034399836
300	0.3033503036
301	0.303224517
302	0.3030931235
303	0.3029753308
304	0.3028649133
305	0.3027267944
306	0.3025783305
307	0.3024125986
308	0.3023009598
309	0.302126582
310	0.3020498531
311	0.3018981174
312	0.3017665659
313	0.3015931493
314	0.3014734926
315	0.3013179408
316	0.3011132189
317	0.300932655
318	0.3008032846
319	0.300683745
320	0.3006024858
321	0.300498868
322	0.3004753094
323	0.3003377649
324	0.3002601833
325	0.3001763601
326	0.299975139
327	0.2998755647
328	0.2997822499
329	0.299711216
330	0.2995597889
331	0.2994119534
332	0.2993406878
333	0.2992433001
334	0.2990765934
335	0.2989522449
336	0.2987940623
337	0.298659094
338	0.2985317587
339	0.2984521346
340	0.2983334519
341	0.2981513005
342	0.298052579
343	0.2978794074
344	0.297790792
345	0.297679141
346	0.2975219517
347	0.2974193401
348	0.2972783806
349	0.2971092224
350	0.2969882871
351	0.2968788008
352	0.2967427235
353	0.2966354894
354	0.2965114474
355	0.2963662079
356	0.2962304154
357	0.2961575834
358	0.2959792101
359	0.295851051
360	0.2957008956
361	0.2955015056
362	0.2953738783
363	0.2952575287
364	0.2950629011
365	0.2950355199
366	0.2948415861
367	0.294732993
368	0.2946437766
369	0.2945218879
370	0.2943711377
371	0.2942524398
372	0.2941202025
373	0.2940293048
374	0.2939379868
375	0.2937719537
376	0.2936745731
377	0.2936606833
378	0.2935335799
379	0.2933716783
380	0.2932573868
381	0.2931030963
382	0.292964639
383	0.2928273407
384	0.2927587699
385	0.2925936664
386	0.2925113366
387	0.2924358736
388	0.292222834
389	0.2921251921
390	0.2919834075
391	0.2917910783
392	0.291679122
393	0.2915414622
394	0.2914312597
395	0.2913224376
396	0.2912360415
397	0.2911138823
398	0.2909428242
399	0.2908079316
400	0.2907049264
401	0.290578232
402	0.2905086594
403	0.2904012786
404	0.2902491746
405	0.2900819755
406	0.2899727818
407	0.2898816454
408	0.2897916257
409	0.2896438349
410	0.2895022072
411	0.2894151708
412	0.2892712099
413	0.2891162614
414	0.2889969189
415	0.2888109454
416	0.2886746956
417	0.2885432695
418	0.2884317938
419	0.2883093209
420	0.2881890527
421	0.288050802
422	0.2879622418
423	0.287881079
424	0.2877647254
425	0.2876701021
426	0.2874932253
427	0.2873852033
428	0.2873035674
429	0.287135742
430	0.2870150924
431	0.2868241441
432	0.2866809085
433	0.2865654198
434	0.2864775039
435	0.2863665624
436	0.2862736064
437	0.2860985495
438	0.2859657007
439	0.2858195595
440	0.2856878072
441	0.2855733826
442	0.2854788627
443	0.2853550035
444	0.2852072746
445	0.2850775127
446	0.2850125592
447	0.284898494
448	0.2847604251
449	0.2845515233
450	0.2843838945
451	0.2841921663
452	0.2841129122
453	0.2839419762
454	0.2837950303
455	0.2836671037
456	0.2835547498
457	0.2834420772
458	0.2833495372
459	0.283252608
460	0.2831286454
461	0.2829822616
462	0.282876622
463	0.2827268128
464	0.2826467629
465	0.2824756823
466	0.2823610814
467	0.282188668
468	0.2820460707
469	0.2819239587
470	0.2818234011
471	0.2816859776
472	0.2815545212
473	0.2814973413
474	0.2813909891
475	0.2812318365
476	0.2811233319
477	0.2809999392
478	0.280899824
479	0.2808069556
480	0.2805803032
481	0.2804257063
482	0.2803593505
483	0.2802414298
484	0.2801590678
485	0.2800004545
486	0.2799245243
487	0.2797625063
488	0.2796239212
489	0.2794671546
490	0.2793572775
491	0.2792476072
492	0.2791157527
493	0.2790215054
494	0.2789339315
495	0.2787476147
496	0.2786154372
497	0.2784822586
498	0.2783052277
499	0.2781674356
500	0.2780641171
501	0.2779242073
502	0.2778322061
503	0.2777080453
504	0.2775893916
505	0.2774402941
506	0.2773329474
507	0.2771836511
508	0.2770739792
509	0.2768926964
510	0.2767767866
511	0.2766862742
512	0.2765720902
513	0.2764996654
514	0.2763858951
515	0.2762532831
516	0.2761018136
517	0.2759857131
518	0.2758700101
519	0.2757758004
520	0.2756615406
521	0.2755307775
522	0.2754261479
523	0.2753445594
524	0.27523712
525	0.2751137304
526	0.2750376868
527	0.2749642395
528	0.2748396363
529	0.2747031173
530	0.2746115818
531	0.2744447204
532	0.2743670679
533	0.2742479634
534	0.2741601653
535	0.2739879306
536	0.2739141336
537	0.2737790243
538	0.2736696261
539	0.2735478972
540	0.2734174103
541	0.2733054148
542	0.2732176029
543	0.2731043446
544	0.2729627399
545	0.2728275904
546	0.2726971996
547	0.2725363081
548	0.2724352581
549	0.2722931466
550	0.2722109722
551	0.2720657379
552	0.2719876015
553	0.2718647945
554	0.2717427904
555	0.2716102618
556	0.2715273755
557	0.2714475023
558	0.2713332294
559	0.2712100388
560	0.2710984231
561	0.2710058997
562	0.270890329
563	0.2707590048
564	0.270677893
565	0.270579938
566	0.2705178823
567	0.2704498645
568	0.2703725681
569	0.2701962536
570	0.2700919842
571	0.2699687339
572	0.2698584216
573	0.2697001222
574	0.2695752249
575	0.269507456
576	0.2694276526
577	0.2693424132
578	0.2691915087
579	0.2690771445
580	0.2689633009
581	0.2688303699
582	0.2687508016
583	0.2686308328
584	0.2684794826
585	0.26834272
586	0.2682520878
587	0.2681351929
588	0.2680103407
589	0.2678890043
590	0.2678107925
591	0.2677165736
592	0.2676128943
593	0.2675394809
594	0.267459491
595	0.2673722686
596	0.2672965954
597	0.2672101898
598	0.2670833246
599	0.266976978
600	0.2668348608
601	0.2667292452
602	0.2665791948
603	0.2665168125
604	0.2664318973
605	0.2662991311
606	0.2661542651
607	0.2660404971
608	0.2659542953
609	0.2658777217
610	0.2657754194
611	0.2656929353
612	0.2655437988
613	0.2654501652
614	0.265364646
615	0.2652657881
616	0.2652077187
617	0.2651109813
618	0.2649950582
619	0.2649205582
620	0.2648489969
621	0.2647281065
622	0.2646530451
623	0.2645986996
624	0.2644584805
625	0.2643870067
626	0.2642422887
627	0.2641548149
628	0.2640610858
629	0.2639920486
630	0.2639438364
631	0.2638256087
632	0.2636793091
633	0.2635542856
634	0.263459959
635	0.2633609857
636	0.2632273491
637	0.2631474964
638	0.263025925
639	0.2629232499
640	0.2628272193
641	0.2627074834
642	0.2626252015
643	0.2625223982
644	0.2623674766
645	0.2622665735
646	0.2621414713
647	0.262064727
648	0.2619379852
649	0.2618250164
650	0.2616867147
651	0.2616215595
652	0.2615139558
653	0.2613926799
654	0.2612707417
655	0.2612081631
656	0.2610823812
657	0.2608399728
658	0.2607068549
659	0.2606071143
660	0.2605412872
661	0.2604361954
662	0.2603150382
663	0.2602060946
664	0.2601336732
665	0.260016858
666	0.2599333085
667	0.2598499771
668	0.2597752662
669	0.2596864659
670	0.2595908373
671	0.2594596155
672	0.2593579212
673	0.2592310919
674	0.2591477268
675	0.2590730317
676	0.2589526817
677	0.2588556548
678	0.2587709706
679	0.2586886913
680	0.2585516141
681	0.2584631289
682	0.2583748136
683	0.2582417028
684	0.2581939515
685	0.2581220352
686	0.2580055274
687	0.2578855613
688	0.2577780657
689	0.2576921706
690	0.257577137
691	0.2574698402
692	0.2574059586
693	0.257326996
694	0.2572403868
695	0.2570760021
696	0.2569654002
697	0.2568761857
698	0.2567862117
699	0.2567080657
700	0.256611248
701	0.2565002639
702	0.256394901
703	0.2563301111
704	0.2562341683
705	0.2561204911
706	0.2560229246
707	0.2559266483
708	0.2558655848
709	0.2557912505
710	0.255688811
711	0.2555566925
712	0.2555030728
713	0.2553933251
714	0.2552809104
715	0.2552297827
716	0.2550969429
717	0.2549815627
718	0.2548970783
719	0.2547950048
720	0.2546386485
721	0.2545782989
722	0.2544452008
723	0.2543512802
724	0.2542498898
725	0.2541680826
726	0.2541052732
727	0.2540086358
728	0.2538704317
729	0.2537247238
730	0.2536640482
731	0.2535784963
732	0.2534910477
733	0.2533804464
734	0.2532548463
735	0.2531741702
736	0.2530408758
737	0.2529251552
738	0.2528128014
739	0.25272299
740	0.2526208317
741	0.2524807341
742	0.2523739613
743	0.2522898739
744	0.2521572977
745	0.2520605039
746	0.2519658453
747	0.2518514109
748	0.2517875011
749	0.2516736246
750	0.2515498057
751	0.2514839442
752	0.2513816364
753	0.251278349
754	0.2511157451
755	0.2510663261
756	0.2509515991
757	0.2508837169
758	0.2507853922
759	0.2506378124
760	0.2505498161
761	0.2504351343
762	0.2503298734
763	0.2502370159
764	0.2501494014
765	0.2500625768
766	0.2499884217
767	0.249920969
768	0.2498121076
769	0.2496524193
770	0.249572824
771	0.2495017241
772	0.2493988657
773	0.249280271
774	0.2492280114
775	0.249143945
776	0.249065764
777	0.2490094289
778	0.2489284707
779	0.2488339517
780	0.2487548496
781	0.2486737219
782	0.2485808944
783	0.2485023223
784	0.2483522942
785	0.2482611781
786	0.2481745058
787	0.2480383927
788	0.2479341751
789	0.2478578553
790	0.2477918164
791	0.2477270292
792	0.2476253058
793	0.2475862977
794	0.2475300337
795	0.247428283
796	0.2473484121
797	0.2472219476
798	0.2471512171
799	0.2470675495
800	0.2469920842
801	0.246901054
802	0.246815459
803	0.2467359803
804	0.246653866
805	0.2465700761
806	0.2465050466
807	0.2464233098
808	0.2462938524
809	0.246217564
810	0.246154521
811	0.2460391493
812	0.2459290296
813	0.2458532128
814	0.2457575869
815	0.2456707921
816	0.2456037079
817	0.2455205738
818	0.2454297849
819	0.2453551213
820	0.2452015616
821	0.2451343522
822	0.2450403362
823	0.2449035353
824	0.2447557654
825	0.2446780162
826	0.2445832343
827	0.2444837552
828	0.2443615743
829	0.2442914655
830	0.2442123167
831	0.2440941201
832	0.2440295565
833	0.2439645008
834	0.2438754133
835	0.2437801484
836	0.2436873254
837	0.2436107333
838	0.2435219956
839	0.2434559895
840	0.2433589407
841	0.2432488385
842	0.2431741376
843	0.2430853047
844	0.242991139
845	0.2428896525
846	0.2428510228
847	0.2427846219
848	0.242677786
849	0.2426010291
850	0.2425386629
851	0.2424550571
852	0.242373023
853	0.2422723257
854	0.2421973142
855	0.2421394056
856	0.2420124914
857	0.2419469626
858	0.2418892773
859	0.2418074065
860	0.2417088178
861	0.2416265793
862	0.2415506507
863	0.2414581896
864	0.2413603771
865	0.2412392677
866	0.2411760868
867	0.2410982453
868	0.2410176302
869	0.2409239189
870	0.2408398807
871	0.2407479999
872	0.2405982382
873	0.2405369994
874	0.2404796004
875	0.2404109359
876	0.2402964275
877	0.2402175878
878	0.2401709735
879	0.2400792868
880	0.2400317518
881	0.2399061663
882	0.2398609836
883	0.2397826405
884	0.2396988427
885	0.2396055006
886	0.2394514231
887	0.2394154891
888	0.2393299745
889	0.2392400933
890	0.2391553285
891	0.2390639195
892	0.2389598319
893	0.2388608745
894	0.2388250726
895	0.2386984654
896	0.2386269372
897	0.2385478549
898	0.2384859926
899	0.2384138468
900	0.2383444665
901	0.2382616543
902	0.2381241813
903	0.2380554625
904	0.2379978479
905	0.2379435854
906	0.2378821392
907	0.2378086453
908	0.2377583783
909	0.2376951391
910	0.2376132484
911	0.237486883
912	0.2373830626
913	0.2373061037
914	0.2372530078
915	0.2371257838
916	0.2370642015
917	0.2369717915
918	0.2368647519
919	0.2368158142
920	0.2367291815
921	0.236660893
922	0.2366152442
923	0.2365692229
924	0.2365276912
925	0.2364673341
926	0.2363881884
927	0.2363210112
928	0.2361892388
929	0.2360983084
930	0.2360253989
931	0.2359472059
932	0.2358807356
933	0.2357909905
934	0.235720588
935	0.2356714433
936	0.2356097589
937	0.2355347581
938	0.2354117341
939	0.2353364461
940	0.2352908179
941	0.2352407122
942	0.2351682957
943	0.2350879996
944	0.234983697
945	0.2349329138
946	0.2348800558
947	0.2347958682
948	0.2347098994
949	0.2346386608
950	0.2345769736
951	0.2344822447
952	0.2343962311
953	0.2343536049
954	0.2342694006
955	0.2342279705
956	0.2341377836
957	0.2340599089
958	0.2339416214
959	0.2338613531
960	0.2337705624
961	0.2336688305
962	0.2336160992
963	0.2335079587
964	0.2334470143
965	0.2333281013
966	0.2332639457
967	0.233230884
968	0.2331122267
969	0.2330140603
970	0.2329676621
971	0.2328914553
972	0.232770588
973	0.2326850276
974	0.2326062635
975	0.2325405484
976	0.2324651857
977	0.2323691816
978	0.232239639
979	0.2321983689
980	0.2321552922
981	0.2320620078
982	0.2319649407
983	0.23191197
984	0.2318080625
985	0.2317459745
986	0.2316494304
987	0.2315746719
988	0.2315026296
989	0.231384682
990	0.2313094302
991	0.231253557
992	0.2311890748
993	0.2310965359
994	0.2310236116
995	0.2309505858
996	0.2307767216
997	0.2307135786
998	0.2306229587
999	0.2305533069
